Vitamin C (mg per 100g),Vitamin B11 (mg per 100g),Sodium (mg per 100g),Calcium (mg per 100g),Carbohydrates (g per 100g),Iron (mg per 100g),Calories (kcal per 100g),Sugars (g per 100g),Dietary Fiber (g per 100g),Fat (g per 100g),Protein (g per 100g),food,food_normalized
0.0,0.072,0.1,8.6,0.6,0.4,40.0,0.0,0.0,1.9,4.9,turkey roll,turkey roll
0.0,0.036,0.3,1.6,0.5,0.6,68.0,0.4,0.0,5.8,3.3,beef salami cooked,beef salami cooked
0.0,0.0,0.5,10.6,0.8,0.6,150.0,0.0,0.0,12.7,8.3,yachtwurst cooked,yachtwurst cooked
0.0,0.024,0.2,1.0,0.1,0.2,43.0,0.1,0.0,3.7,2.2,italian salami,italian salami
0.0,0.096,0.3,1.4,0.3,0.4,38.0,0.1,0.0,1.6,5.5,turkey ham,turkey ham
3.7,0.098,0.3,34.4,1.3,0.8,59.0,0.8,0.1,4.5,3.2,turkey bologna,turkey bologna
0.006,0.084,0.1,0.0,0.4,0.023,17.0,0.1,0.0,0.6,2.4,sliced turkey breast,sliced turkey breast
0.0,0.011,0.4,2.5,0.7,0.2,99.0,0.0,0.0,9.0,3.5,luncheon meat pork beef,luncheon meat pork beef
0.085,0.019,0.3,0.053,1.3,0.01,90.0,0.6,0.0,7.8,3.3,beef bologna,beef bologna
0.0,0.021,1.9,7.4,2.5,1.7,313.0,0.0,0.0,22.9,24.3,turkey bacon cooked,turkey bacon cooked
0.9,0.3,0.025,0.044,0.0,0.3,178.0,0.0,0.0,5.1,31.0,ground emu cooked,ground emu cooked
0.0,0.034,0.067,4.3,0.0,2.0,94.0,0.0,0.0,1.5,19.0,ostrich leg raw,ostrich leg raw
0.0,0.011,0.086,4.3,0.0,3.6,108.0,0.0,0.0,2.4,20.1,ostrich strip raw,ostrich strip raw
0.0,0.05,0.2,23.6,0.0,18.0,607.0,0.0,0.0,9.1,123.2,emu fillet cooked,emu fillet cooked
0.0,0.1,0.005,5.1,0.0,4.1,105.0,0.0,0.0,2.7,18.8,ostrich tenderloin raw,ostrich tenderloin raw
0.0,0.087,0.099,33.4,0.0,0.4,25.0,0.0,0.0,0.1,5.6,green turtle raw,green turtle raw
0.0,0.015,0.2,35.0,0.0,8.0,448.0,0.0,0.0,21.6,63.6,ground bison cooked,ground bison cooked
0.0,0.084,0.4,59.0,0.0,12.8,494.0,0.0,0.0,10.5,93.4,goat meat raw,goat meat raw
0.0,0.073,0.062,8.2,0.0,4.7,157.0,0.0,0.0,4.7,26.6,ground emu raw,ground emu raw
0.0,0.071,0.021,7.6,0.0,3.2,180.0,0.0,0.0,9.5,22.0,ground ostrich raw,ground ostrich raw
0.0,0.02,0.086,5.1,0.0,2.4,123.0,0.0,0.0,2.2,24.2,ostrich tip cooked,ostrich tip cooked
0.0,0.055,0.004,6.6,0.0,6.3,210.0,0.0,0.0,6.4,38.0,caribou cooked,caribou cooked
0.5,0.2,0.099,0.0,0.0,0.1,163.0,0.0,0.0,6.6,24.3,ground ostrich cooked,ground ostrich cooked
0.0,0.074,0.016,5.1,0.0,2.7,120.0,0.0,0.0,1.6,24.7,ostrich leg cooked,ostrich leg cooked
0.5,0.2,0.029,0.046,0.0,0.1,132.0,0.0,0.0,3.3,23.9,ostrich top loin cooked,ostrich top loin cooked
0.0,0.012,0.034,4.3,0.0,4.1,139.0,0.0,0.0,3.6,25.0,ostrich strip cooked,ostrich strip cooked
0.0,0.099,0.041,4.3,0.0,2.4,97.0,0.0,0.0,2.0,18.6,ostrich tip raw,ostrich tip raw
0.0,0.087,0.074,4.3,0.0,3.0,99.0,0.0,0.0,2.0,18.7,ostrich round raw,ostrich round raw
0.0,0.02,0.042,9.4,0.099,2.4,124.0,0.0,0.0,6.1,17.2,ground bison raw,ground bison raw
0.0,0.045,0.04,5.1,0.0,3.7,99.0,0.0,0.0,2.3,18.5,ostrich fan raw,ostrich fan raw
0.0,0.042,0.073,5.1,0.0,2.7,101.0,0.0,0.0,2.5,18.4,ostrich top loin raw,ostrich top loin raw
44.1,0.024,0.5,54.2,0.0,5.7,461.0,0.0,0.0,32.6,38.9,veal brain cooked,veal brain cooked
15.3,0.098,0.2,23.0,0.0,5.3,515.0,0.0,0.0,25.8,65.9,veal tongue cooked,veal tongue cooked
0.048,0.062,0.024,0.038,0.057,0.2,47.0,0.0,0.0,1.3,8.1,beef heart cooked,beef heart cooked
12.0,0.4,0.083,10.1,0.0,0.9,100.0,0.0,0.0,4.3,14.3,turkey liver cooked,turkey liver cooked
11.2,0.052,0.036,1.1,0.0,0.4,35.0,0.0,0.0,0.9,6.4,veal thymus cooked,veal thymus cooked
11.6,0.097,0.6,31.6,0.0,7.8,688.0,0.0,0.0,55.6,44.1,beef brain cooked,beef brain cooked
45.1,0.093,0.1,35.5,0.0,5.8,602.0,0.0,0.0,38.2,60.2,beef pancreas cooked,beef pancreas cooked
0.0,0.038,0.045,68.9,1.7,0.6,80.0,0.0,0.0,3.4,10.0,beef tripe cooked,beef tripe cooked
0.0,0.074,0.069,24.7,0.0,4.6,223.0,0.0,0.0,3.9,44.1,chicken gizzard cooked,chicken gizzard cooked
14.0,0.086,0.1,39.2,0.0,6.6,537.0,0.0,0.0,26.5,69.8,pork pancreas cooked,pork pancreas cooked
0.4,0.007,0.029,1.4,0.0,0.7,80.0,0.0,0.0,6.3,5.5,beef tongue cooked,beef tongue cooked
13.4,0.006,0.1,26.7,3.7,10.5,353.0,0.0,0.0,15.1,47.7,lamb heart cooked,lamb heart cooked
154.9,0.035,0.2,37.0,0.0,121.2,447.0,0.0,0.0,12.9,77.3,beef spleen cooked,beef spleen cooked
14.7,0.056,0.2,53.4,0.0,5.6,300.0,0.0,0.0,10.4,48.4,veal kidneys cooked,veal kidneys cooked
2.6,0.1,0.081,27.6,0.1,13.1,268.0,0.0,0.0,11.5,38.3,chicken heart cooked,chicken heart cooked
17.9,0.082,0.2,25.5,0.0,6.7,701.0,0.0,0.0,51.7,55.0,lamb tongue cooked,lamb tongue cooked
19.8,0.029,0.1,15.8,0.3,8.6,368.0,0.0,0.0,13.4,57.7,veal heart cooked,veal heart cooked
0.4,0.1,0.079,0.0,0.5,0.2,76.0,0.0,0.0,2.8,11.3,chicken liver cooked,chicken liver cooked
46.2,0.089,0.1,27.7,0.0,4.9,541.0,0.0,0.0,34.9,52.7,lamb pancreas cooked,lamb pancreas cooked
138.0,0.022,0.2,24.2,0.0,25.4,445.0,0.0,0.0,10.0,83.1,veal spleen cooked,veal spleen cooked
13.4,0.2,0.2,26.9,8.5,27.8,739.0,0.0,0.0,29.6,102.7,lamb liver cooked,lamb liver cooked
2.8,0.045,0.031,7.7,0.0,1.7,70.0,0.0,0.0,2.1,11.9,turkey gizzard cooked,turkey gizzard cooked
76.7,0.062,0.2,38.4,0.0,114.1,460.0,0.0,0.0,14.1,78.1,lamp spleen cooked,lamp spleen cooked
0.6,0.091,0.046,4.2,0.0,1.4,35.0,0.0,0.0,1.5,5.0,turkey heart cooked,turkey heart cooked
0.7,0.1,0.068,0.07,3.5,9.7,130.0,0.0,0.0,3.6,19.8,beef liver cooked,beef liver cooked
106.7,0.012,0.3,45.7,0.0,17.4,431.0,0.0,0.0,11.8,75.7,lamb lungs cooked,lamb lungs cooked
53.5,0.063,0.3,34.4,0.0,7.0,527.0,0.0,0.0,36.3,46.4,pork brain cooked,pork brain cooked
4.2,0.7,0.1,40.4,5.9,28.7,125.0,0.0,0.0,4.0,15.4,goose liver,goose liver
14.8,0.098,0.1,18.2,0.0,7.4,211.0,0.0,0.0,6.6,35.6,pork kidneys cooked,pork kidneys cooked
41.6,0.007,0.5,41.6,0.0,5.8,503.0,0.0,0.0,35.3,43.5,lamb brain cooked,lamb brain cooked
2.9,0.023,0.053,10.2,0.6,8.5,215.0,0.0,0.0,7.3,34.2,pork heart cooked,pork heart cooked
30.6,0.2,0.4,45.9,2.5,31.6,349.0,0.0,0.0,9.2,60.3,lamb kidneys cooked,lamb kidneys cooked
99.1,0.062,0.3,33.3,0.0,16.4,364.0,0.0,0.0,11.2,61.8,beef lungs cooked,beef lungs cooked
14.4,0.068,0.2,43.2,0.0,5.7,614.0,0.0,0.0,35.0,69.8,veal pancreas cooked,veal pancreas cooked
83.5,0.6,0.2,35.4,13.3,63.4,584.0,0.0,0.0,15.6,92.1,pork liver cooked,pork liver cooked
0.0,0.073,0.029,5.4,0.0,1.6,45.0,0.0,0.0,1.3,7.7,beef kidneys cooked,beef kidneys cooked
0.5,0.2,0.1,0.014,0.0,0.7,164.0,0.0,0.0,6.3,25.1,turkey giblets cooked,turkey giblets cooked
2.0,0.3,0.089,4.8,1.6,13.4,60.0,0.0,0.0,2.0,8.2,duck liver raw,duck liver raw
0.7,0.1,0.046,0.043,3.0,12.0,154.0,0.0,0.0,5.0,22.7,veal liver cooked,veal liver cooked
23.7,0.069,0.2,24.0,0.0,49.2,297.0,0.0,0.0,9.3,49.8,pork lungs cooked,pork lungs cooked
102.0,0.032,0.2,21.0,0.0,10.8,312.0,0.0,0.0,7.9,56.2,veal lungs cooked,veal lungs cooked
115.1,0.058,0.4,38.1,0.0,5.7,1215.0,0.0,0.0,95.2,83.2,beef thymus cooked,beef thymus cooked
1.1,0.079,0.2,6.7,1.0,0.3,46.0,0.3,0.4,2.5,4.6,ham,ham
0.0,0.0,0.7,10.7,0.0,0.7,283.0,0.0,0.0,14.1,14.1,pork meat cooked,pork meat cooked
0.09,0.05,0.034,0.097,0.1,0.096,43.0,0.0,0.0,3.3,3.0,bacon roasted,bacon roasted
0.0,0.0,1.0,153.7,0.0,11.6,3644.0,0.0,0.0,182.8,468.4,pork top loin roasts raw,pork top loin roasts raw
0.014,0.076,0.4,2.0,0.0,0.2,76.0,0.0,0.0,6.2,4.7,pork blade roll raw,pork blade roll raw
0.0,0.0,0.9,332.0,0.0,8.1,2399.0,0.0,0.0,174.9,204.2,pork backribs raw,pork backribs raw
0.0,0.022,0.2,83.2,0.0,3.3,703.0,0.0,0.0,53.6,51.4,pork spareribs cooked,pork spareribs cooked
0.0,0.09,0.035,4.2,0.029,0.3,44.0,0.0,0.0,2.1,6.1,pork stomach cooked,pork stomach cooked
0.3,0.013,0.5,3.3,4.0,0.2,67.0,0.0,0.0,1.3,9.9,honey smoked ham cooked,honey smoked ham cooked
0.0,0.0,0.3,72.6,0.0,5.1,844.0,0.0,0.0,56.1,79.0,boston butt steak raw,boston butt steak raw
0.4,0.5,0.001,0.0,0.0,0.012,140.0,0.0,0.0,4.5,23.3,pork sirloin chops cooked,pork sirloin chops cooked
0.0,0.0,0.061,28.2,0.0,1.1,242.0,0.0,0.0,15.1,24.8,pork country style ribs raw,pork country style ribs raw
0.0,0.061,0.7,5.2,1.1,0.7,205.0,0.0,0.0,18.3,8.3,ham patties,ham patties
0.0,0.014,0.046,0.0,0.0,0.3,67.0,0.0,0.0,4.5,6.2,pork feet cooked,pork feet cooked
2.2,0.005,0.2,68.9,0.0,4.0,930.0,0.0,0.0,65.0,80.4,ground pork cooked,ground pork cooked
1.1,0.9,0.065,0.0,0.0,0.1,328.0,0.0,0.0,17.4,40.2,pork centre loin chops cooked,pork centre loin chops cooked
0.0,0.071,0.1,13.6,0.0,1.9,307.0,0.0,0.0,8.6,53.5,pork leg cap steak cooked,pork leg cap steak cooked
0.0,0.0,0.2,78.9,0.0,1.9,376.0,0.0,0.0,15.4,55.8,pork blade chops raw,pork blade chops raw
0.0,0.0,0.3,30.3,0.0,4.9,606.0,0.0,0.0,17.8,104.3,pork tenderloin raw,pork tenderloin raw
0.0,0.0,0.6,81.1,0.0,5.0,1090.0,0.0,0.0,23.3,205.5,pork sirloin chops raw,pork sirloin chops raw
0.0,0.004,0.2,16.2,0.0,1.9,284.0,0.0,0.0,7.8,50.0,pork leg cap steak raw,pork leg cap steak raw
1.8,0.002,0.2,86.2,0.0,3.1,1706.0,0.0,0.0,159.1,63.1,pork carcass raw,pork carcass raw
34.7,0.002,0.3,38.9,0.0,66.5,446.0,0.0,0.0,9.6,84.3,pork splean cooked,pork splean cooked
0.0,0.008,0.3,2.0,1.2,0.2,50.0,0.0,0.0,2.9,4.6,chopped ham,chopped ham
0.0,0.0,0.1,37.8,0.0,1.3,338.0,0.0,0.0,18.0,41.2,pork centre loin chops raw,pork centre loin chops raw
0.0,0.0,0.072,10.5,1.1,1.2,265.0,0.0,0.0,14.6,32.4,pork blade chops cooked,pork blade chops cooked
0.0,0.0,0.1,48.1,0.0,3.2,494.0,0.0,0.0,32.7,46.4,boston butt steak cooked,boston butt steak cooked
0.0,0.0,0.021,4.0,0.0,0.07,179.0,0.0,0.0,18.6,2.6,pork meat raw,pork meat raw
0.0,0.0,0.099,13.0,0.0,0.9,287.0,0.0,0.0,12.8,39.9,pork top loin chops raw,pork top loin chops raw
1.2,1.1,0.4,0.0,0.087,0.5,694.0,0.0,0.0,44.7,68.2,pork blade steak braised,pork blade steak braised
0.5,0.096,0.1,60.8,0.0,2.4,438.0,0.0,0.0,28.1,43.2,pork boston steaks cooked,pork boston steaks cooked
0.047,0.031,0.2,0.0,0.068,0.047,43.0,0.0,0.0,3.1,3.5,bacon cooked,bacon cooked
0.0,0.058,0.3,5.4,0.0,0.3,48.0,0.0,0.0,3.0,5.4,pickled pork hocks,pickled pork hocks
1.8,0.084,0.2,73.4,0.0,3.8,705.0,0.0,0.0,49.4,60.5,pork boston roast cooked,pork boston roast cooked
0.0,0.07,0.4,2.4,0.3,0.2,43.0,0.0,0.0,2.0,5.7,canadian style bacon grilled,canadian style bacon grilled
18.4,0.064,0.7,2.3,0.0,0.6,70.0,0.0,0.0,2.4,11.1,ham steak,ham steak
0.5,0.072,0.064,9.1,0.0,0.8,3683.0,0.0,0.0,402.3,13.2,pork backfat,pork backfat
0.084,0.09,0.2,0.047,0.1,0.054,44.0,0.0,0.0,3.5,2.9,bacon baked,bacon baked
0.0,0.0,2.3,329.4,0.0,15.6,5298.0,0.0,0.0,343.4,513.6,pork arm picnic raw,pork arm picnic raw
0.0,0.011,0.8,1.7,0.0,0.1,212.0,0.0,0.0,22.8,1.4,salt pork raw,salt pork raw
0.0,0.1,2.2,360.3,0.0,20.7,5292.0,0.0,0.0,322.7,560.3,pork arm picnic cooked,pork arm picnic cooked
0.7,0.7,0.064,0.0,0.0,0.1,270.0,0.0,0.0,11.2,39.4,pork top loin chops cooked,pork top loin chops cooked
0.9,0.055,0.033,17.5,0.0,1.1,329.0,0.0,0.0,26.5,21.1,ground pork raw,ground pork raw
3.2,0.077,0.3,68.0,0.0,4.8,1070.0,0.0,0.0,81.6,77.9,pork shoulder raw,pork shoulder raw
0.0,0.099,0.078,0.0,0.0,0.056,66.0,0.0,0.0,5.8,3.5,pork chitterlings cooked,pork chitterlings cooked
0.0,0.02,0.2,1.6,0.1,0.2,52.0,0.0,0.0,4.1,3.3,pork breakfast strips cooked,pork breakfast strips cooked
12.0,0.032,3.7,26.3,1.4,3.3,1079.0,0.0,0.0,88.3,65.0,pork blade roll roasted,pork blade roll roasted
0.0,0.002,0.093,38.5,0.0,2.2,1089.0,0.0,0.0,98.5,46.8,pork tail cooked,pork tail cooked
0.0,0.0,0.1,48.5,0.0,1.2,275.0,0.0,0.0,9.7,44.0,pork centre rib roasts raw,pork centre rib roasts raw
3.8,4.1,0.7,0.0,0.0,0.7,1942.0,0.0,0.0,114.9,211.3,pork centre rib roasts roasted,pork centre rib roasts roasted
0.0,0.094,0.3,2.1,0.4,0.2,55.0,0.0,0.0,4.3,3.4,minced ham,minced ham
19.6,0.033,1.3,11.2,0.6,1.9,316.0,0.0,0.0,21.3,28.7,ham roasted,ham roasted
0.7,0.013,0.003,21.1,0.0,0.9,232.0,0.0,0.0,14.7,23.1,pork loin raw,pork loin raw
3.6,4.0,0.8,0.0,0.0,0.9,2564.0,0.0,0.0,188.9,202.0,pork backribs roasted,pork backribs roasted
1.4,0.088,0.1,22.7,0.0,2.4,2350.0,0.0,0.0,240.5,42.4,pork belly raw,pork belly raw
0.0,0.021,1.5,8.4,0.046,1.2,266.0,0.0,0.0,18.2,23.8,ham raw,ham raw
0.0,0.022,0.4,2.0,0.6,0.3,45.0,0.0,0.0,2.3,5.1,ham extra lean,ham extra lean
0.0,0.061,4.3,145.2,0.029,1.4,635.0,0.0,0.0,45.5,52.8,pork feet pickled,pork feet pickled
0.7,0.065,0.001,32.4,0.0,1.8,394.0,0.0,0.0,28.9,31.4,pork shoulder cooked,pork shoulder cooked
5.9,4.6,0.4,0.0,0.0,0.7,1628.0,0.0,0.0,74.8,224.3,pork top loin roasts roasted,pork top loin roasts roasted
0.1,0.0,0.5,8.5,0.0,0.2,154.0,0.0,0.0,8.9,17.3,pork skin,pork skin
0.0,0.0,0.049,29.2,0.0,1.2,235.0,0.0,0.0,15.2,22.8,pork country style ribs cooked,pork country style ribs cooked
0.0,0.0,0.6,59.0,0.6,3.8,664.0,0.0,0.0,43.7,67.6,pork blade steak raw,pork blade steak raw
0.8,0.051,0.091,3.8,0.0,1.1,153.0,0.0,0.0,6.2,22.7,pork tenderloin cooked,pork tenderloin cooked
0.5,0.066,0.077,18.7,0.0,1.0,213.0,0.0,0.0,12.1,24.2,pork loin cooked,pork loin cooked
0.0,0.0,0.2,20.0,0.2,1.7,184.0,0.0,0.0,12.0,17.7,pork ears cooked,pork ears cooked
3.9,0.019,0.3,43.9,0.0,11.5,626.0,0.0,0.0,43.0,55.7,pork tongue cooked,pork tongue cooked
0.0,0.0,1.1,194.6,0.0,11.8,3593.0,0.0,0.0,303.5,200.6,pork spareribs raw,pork spareribs raw
0.0,0.034,0.6,5.4,1.0,1.0,205.0,0.0,0.0,18.5,8.0,ham patties grilled,ham patties grilled
0.0,0.08,0.028,15.7,0.0,1.7,508.0,0.0,0.0,45.6,22.8,chicken skin roasted,chicken skin roasted
0.0,0.2,1.3,294.3,0.0,27.2,3554.0,0.0,0.0,158.9,495.6,turkey breast raw,turkey breast raw
0.0,0.073,0.047,21.7,0.0,1.2,169.0,0.0,0.0,8.7,22.4,ground turkey raw,ground turkey raw
0.0,0.071,0.086,2.5,0.0,0.2,52.0,0.0,0.0,3.5,4.8,chicken wing cooked,chicken wing cooked
0.0,0.054,0.9,6.8,4.1,2.2,209.0,0.0,0.0,7.8,28.8,turkey roast roasted,turkey roast roasted
42.4,0.064,0.3,96.0,0.0,9.2,1448.0,0.0,0.0,74.3,181.6,pheasant meat raw,pheasant meat raw
0.9,0.084,0.043,7.7,0.0,0.6,188.0,0.0,0.0,17.0,8.3,chicken back raw,chicken back raw
0.0,0.035,0.091,6.5,0.0,0.4,93.0,0.0,0.0,6.5,8.0,chicken back cooked,chicken back cooked
0.0,0.089,0.4,28.4,13.8,2.2,431.0,0.0,0.5,25.5,34.4,chicken leg fried,chicken leg fried
0.0,0.4,0.3,399.2,0.9,4.1,975.0,0.0,0.0,66.2,88.0,chicken feet cooked,chicken feet cooked
0.0,0.071,0.5,9.0,10.9,1.4,179.0,0.0,0.0,10.8,9.1,turkey steak fried,turkey steak fried
0.0,0.051,1.2,126.3,5.5,3.3,271.0,0.0,0.0,13.9,30.7,turkey taco meat cooked,turkey taco meat cooked
0.7,0.053,0.3,31.0,0.6,2.4,736.0,0.0,0.0,54.9,56.3,chicken leg raw,chicken leg raw
14.7,0.039,0.6,101.2,0.0,8.3,1978.0,0.0,0.0,138.6,171.1,chicken meat raw,chicken meat raw
0.0,0.078,0.085,10.3,0.0,0.9,94.0,0.0,0.0,6.9,7.5,chicken neck cooked,chicken neck cooked
0.0,0.089,0.042,5.8,0.08,0.3,14.0,0.048,0.0,1.0,1.2,quail egg,quail egg
0.0,0.073,0.041,15.4,0.0,3.8,472.0,0.0,0.0,39.7,26.6,duck meat cooked,duck meat cooked
0.5,0.005,0.039,0.024,0.0,0.092,216.0,0.0,0.0,14.3,20.2,chicken wing roasted,chicken wing roasted
10.4,0.098,0.2,68.0,0.0,20.1,1028.0,0.0,0.0,63.9,113.7,quail meat cooked,quail meat cooked
0.0,0.039,0.089,18.2,0.0,4.0,427.0,0.0,0.0,30.7,35.2,goose meat cooked,goose meat cooked
0.0,0.092,0.058,8.1,0.0,0.6,114.0,0.0,0.0,4.5,17.3,chicken breast cooked,chicken breast cooked
0.0,0.05,0.027,9.0,0.0,1.0,149.0,0.0,0.0,13.1,7.0,chicken neck raw,chicken neck raw
0.0,0.09,0.1,44.8,1.0,2.7,130.0,0.7,0.0,9.6,9.0,duck egg,duck egg
21.8,0.088,0.1,10.9,0.0,2.9,484.0,0.0,0.0,11.8,88.7,pheasant breast raw,pheasant breast raw
35.5,0.2,0.8,139.5,0.0,30.4,5123.0,0.0,0.0,498.8,145.7,duck meat raw,duck meat raw
10.3,0.054,0.1,23.9,0.0,7.0,585.0,0.0,0.0,47.4,36.8,squab meat raw,squab meat raw
0.0,0.083,0.2,21.0,0.031,1.6,284.0,0.0,0.0,11.1,42.8,turkey meat roasted,turkey meat roasted
0.0,0.082,0.1,19.1,0.0,1.3,299.0,0.0,0.0,16.1,36.3,chicken breast raw,chicken breast raw
1.4,0.3,0.2,0.044,0.0,0.2,474.0,0.0,0.0,27.4,58.4,ground chicken cooked,ground chicken cooked
0.0,0.095,0.1,44.6,0.0,2.7,426.0,0.0,0.0,23.1,50.9,turkey wing cooked,turkey wing cooked
68.8,0.094,1.2,196.6,0.0,41.0,6077.0,0.0,0.0,550.7,259.8,goose meat raw,goose meat raw
0.0,0.1,1.1,362.9,0.0,24.2,3266.0,0.0,0.0,128.0,496.1,turkey breast roasted,turkey breast roasted
0.0,0.062,0.044,1.2,0.2,0.097,13.0,0.0,0.0,0.5,1.7,chicken fajita strips,chicken fajita strips
0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,6.0,0.0,crispy chicken strips tyson,crispy chicken strips tyson
3.8,0.02,0.1,330.2,20.4,0.5,224.0,20.4,0.0,10.6,11.6,eggnog,eggnog
0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,18.0,0.0,weizenbier erdinger,weizenbier erdinger
0.8,0.0,0.073,0.6,6.3,0.047,26.0,6.3,0.0,0.072,0.051,whiskey sour mix,whiskey sour mix
1.7,0.0,0.067,1.1,13.9,0.047,158.0,0.0,0.0,0.0,0.0,whiskey sour,whiskey sour
40.7,0.01,0.1,0.0,23.8,0.038,232.0,0.0,0.0,0.2,0.6,tequila sunrise,tequila sunrise
1.0,0.047,0.008,1.8,4.2,0.033,112.0,3.3,0.001,0.036,0.035,daiquiri,daiquiri
0.019,0.038,0.089,0.08,32.0,0.1,245.0,31.5,0.4,2.7,0.6,pina colada,pina colada
0.0,0.0,0.0,0.0,0.1,0.072,58.0,0.078,0.0,0.0,0.0,whiskey,whiskey
0.0,0.0,0.093,0.3,13.8,0.02,96.0,13.7,0.0,0.038,0.041,coffee liqueur,coffee liqueur
0.0,0.0,0.029,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,gin,gin
0.0,0.0,0.046,7.4,7.4,0.1,197.0,0.0,0.0,0.0,0.7,rice sake,rice sake
0.0,0.069,0.025,1.6,13.0,0.3,81.0,11.8,0.2,3.6,0.2,chocolate frosting,chocolate frosting
0.0,0.0,0.012,0.046,5.0,0.078,19.0,4.9,0.0,0.0,0.0,white sugar,white sugar
1.2,0.065,0.5,175.2,4.8,4.8,115.0,4.8,0.0,0.0,24.0,egg substitute,egg substitute
0.0,0.0,0.09,0.088,5.3,0.042,21.0,4.7,0.01,0.081,0.025,agave syrup,agave syrup
0.0,0.0,0.0,0.0,91.2,0.0,336.0,80.3,0.0,0.0,0.0,splenda sweetener,splenda sweetener
0.0,0.0,0.061,0.5,0.5,0.019,12.0,0.5,0.0,0.069,0.0,vanilla extract,vanilla extract
0.0,0.036,0.071,12.3,0.054,0.4,27.0,0.002,0.0,2.3,1.3,egg yolk dried,egg yolk dried
0.0,0.0,0.019,0.027,4.2,0.01,16.0,4.2,0.0,0.0,0.0,granulated sugar,granulated sugar
0.0,0.098,0.049,29.3,8.7,5.0,145.0,0.3,4.8,15.2,3.7,baking chocolate,baking chocolate
0.04,0.1,0.066,3.2,3.1,0.6,18.0,0.0,1.4,0.3,1.4,bakers yeast,bakers yeast
0.0,0.0,0.022,0.8,26.4,0.09,106.0,25.2,0.0,0.009,0.0,fondant,fondant
0.0,0.023,0.094,3.5,4.1,0.071,16.0,4.1,0.0,0.0,0.024,brown sugar,brown sugar
0.0,0.077,0.5,8.3,196.4,0.2,768.0,0.0,0.0,0.0,4.8,white frosting dry,white frosting dry
0.0,0.0,0.031,10.8,10.9,0.2,42.0,10.2,0.0,0.061,0.036,maple sugar,maple sugar
0.0,0.0,0.013,0.0,4.2,0.067,15.0,3.9,0.0,0.0,0.0,fructose sweetener,fructose sweetener
0.0,0.0,0.4,0.0,89.1,0.058,360.0,85.2,0.0,0.0,0.9,saccharin sweetener,saccharin sweetener
0.0,0.024,0.038,2.3,0.2,0.045,17.0,0.2,0.0,0.063,3.6,egg white raw,egg white raw
0.0,0.0,0.008,0.6,4.6,0.018,18.0,4.6,0.0,0.0,0.0,turbinado sugar,turbinado sugar
0.0,0.026,0.9,13.9,313.7,0.7,1931.0,291.5,0.0,75.0,0.0,vanilla frosting,vanilla frosting
0.0,0.0,0.0,0.0,89.1,0.022,365.0,80.7,0.0,0.0,2.2,aspartame sweetener,aspartame sweetener
0.0,0.048,0.08,31.4,0.4,1.0,80.0,0.2,0.0,5.3,7.0,egg raw,egg raw
10.5,0.026,0.1,20.4,225.8,0.4,860.0,71.4,1.4,0.3,0.3,pineapple topping,pineapple topping
0.0,0.06,0.052,6.2,0.3,0.028,26.0,0.0,0.0,0.087,5.8,egg white dried,egg white dried
0.0,0.04,0.006,21.9,0.6,0.5,55.0,0.08,0.0,4.5,2.7,egg yolk raw,egg yolk raw
0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baking soda,baking soda
0.0,0.016,0.06,11.8,0.047,0.2,30.0,0.05,0.0,2.2,2.4,egg dried,egg dried
2.9,0.03,0.099,1.3,13.9,0.014,53.0,5.7,0.1,0.096,0.014,strawberry topping,strawberry topping
0.038,0.002,0.081,1.2,1.6,0.051,13.0,0.0,1.1,0.3,1.6,bakers yeast dry,bakers yeast dry
0.2,0.2,0.051,390.4,108.5,3.6,1040.0,82.3,10.9,63.0,20.4,almond paste,almond paste
0.0,0.0,0.009,0.2,1.8,0.1,8.0,0.0,0.01,0.0,0.0,cream of tartar,cream of tartar
0.2,0.2,1.5,54.4,120.7,5.0,631.0,0.0,0.0,7.3,17.7,popover dry mix,popover dry mix
0.2,0.017,0.2,92.3,6.2,0.9,126.0,6.2,0.0,3.7,15.7,egg substitute powder,egg substitute powder
0.0,0.015,0.029,2.8,0.0,0.099,17.0,0.0,0.0,0.086,4.3,gelatin powder,gelatin powder
0.0,0.001,0.077,30.4,134.8,2.4,544.0,5.1,1.4,0.093,0.3,tapioca pearls,tapioca pearls
0.0,0.0,0.5,270.3,1.3,0.5,2.0,0.0,0.03,0.0,0.0,baking powder,baking powder
0.0,0.072,0.042,30.0,0.7,0.7,93.0,0.7,0.0,6.4,7.5,egg boiled,egg boiled
0.0,0.032,0.056,16.7,86.9,4.7,444.0,2.0,4.2,5.1,12.8,millet flour,millet flour
0.0,0.012,0.096,45.5,95.1,3.4,439.0,0.0,19.0,2.4,17.1,triticale flour,triticale flour
0.0,0.078,0.036,157.3,87.3,1.7,414.0,1.8,7.3,4.2,9.6,corn flour white,corn flour white
0.0,0.056,0.039,17.4,120.8,3.1,574.0,1.3,7.3,4.4,11.4,rice flour brown,rice flour brown
0.0,0.058,0.023,14.5,93.7,3.6,437.0,2.3,8.0,4.0,9.5,sorghum flour,sorghum flour
